Truth,Decoded
Certo ecco a lei vuole un sacchetto,e a un raiv io lo si
Piacere Luigi come stai,piacereloi come stai
Buongiorno io sono Mario,buongiorno tu
Si grazie e arrivederci,si gratoededi
Salve quanto costa quell articolo,salve quatgel articolo
Buonasera io sono Mario,buonasera io so mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,e io e arrivederci
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le io euro una buona giornata
