Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,prtopopopo lo lo e e lo autista
Tutto bene grazie,tutto io io
E in offerta costa dieci euro,a io al si certo
Va bene grazie lo stesso,come lo pero
Piacere Luigi come stai,pero io io io
Dovrebbe arrivare tra qualche minuto,dortn e e a al io
"Certo volentieri, io lo prendero macchiato",purtro io e io e io e il tutto
Prendiamo un caffe al bar,pero io a a
Prego,tu e
Salve quanto costa quell articolo,salve euro lo io
Buonasera io sono Mario,pruori io mario
Perfetto vorrei comprarne due.,pero io io a
Si grazie e arrivederci,pero e a
Buonasera io sono Mario,e io lo a
Va bene grazie lo stesso,e e
Dovrebbe arrivare tra qualche minuto,e e e a e e
