Truth,Decoded
Buonasera io sono Mario,buona io sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un a lo bar
A che ora arriva il pullman,a che oraria il pullman
Piacere Luigi come stai,piacere lei come stai
E in offerta costa dieci euro,e in ora costa dieci euro
Si grazie e arrivederci,si ora e ariaie e io
Certo ecco a lei vuole un sacchetto,certo lo sono a io vuole e macchiato
Perfetto vorrei comprarne due.,perfetto vorrei comprnrzue
Quanto costa il biglietto,quanto lo costa lblieto
Prego,pero
Tutto bene grazie,tutto e grazie
Dovrebbe arrivare tra qualche minuto,dovrebbe mario a lo minuto
Va bene grazie lo stesso,vabebe grazie lo stesso
Salve quanto costa quell articolo,lequag lo il ulaciheto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so pero orededere lo autista
