Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Le auguro una buona giornata,le auguro una buona giornata
Piacere Luigi come stai,piacere luigi come stai
Salve quanto costa quell articolo,salve quanto costa a il articolo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Tutto bene tu,tutto bene tu
Salve quanto costa quell articolo,salve quanto costa quell articolo
Buongiorno io sono Mario,buongiorno io sono mario
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Le auguro una buona giornata,le io euro una buona giornata
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Va bene grazie lo stesso,va bene grazie lo stesso
Prego,prego
