Truth,Decoded
Perfetto vorrei comprarne due.,si qanoento costa bene due
Tutto bene grazie,tutto e io
Tutto bene tu,tutto bene due
Prego,prego
Si grazie e arrivederci,e graed due
Salve quanto costa quell articolo,a grengeagt lo stesso
Quanto costa il biglietto,quanto cbstabglieto
Le auguro una buona giornata,le auguro una una giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto benegrazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un che al bar
Dovrebbe arrivare tra qualche minuto,dovrebrivare tra qualche minuto
