Truth,Decoded
Buonasera io sono Mario,e io io e e e e e io
Buongiorno io sono Mario,io e e e e lo
Prendiamo un caffe al bar,rbite e io io e io
A che ora arriva il pullman,io io io io
Piacere Luigi come stai,rbteo e e e e io
E in offerta costa dieci euro,e e e e io
Si grazie e arrivederci,un bene e e e e e e e lo
Certo ecco a lei vuole un sacchetto,io io io
Perfetto vorrei comprarne due.,reoeoeo e e io
Quanto costa il biglietto,e bene e e e lo
Prego,e e lo
Tutto bene grazie,e biteo io
Dovrebbe arrivare tra qualche minuto,io io e e e lo
Va bene grazie lo stesso,e io io e io
Salve quanto costa quell articolo,rate e e e e e io
Purtroppo non lo so pero potresti chiedere all autista,rbte io io e e e e io
