Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,pero io e io
Tutto bene grazie,io io
E in offerta costa dieci euro,io io
Va bene grazie lo stesso,e io
Piacere Luigi come stai,io io
Dovrebbe arrivare tra qualche minuto,pero io
"Certo volentieri, io lo prendero macchiato",io e a
Prendiamo un caffe al bar,prur a
Prego,io a
Salve quanto costa quell articolo,e un io
Buonasera io sono Mario,io io io
Perfetto vorrei comprarne due.,tu io io
Si grazie e arrivederci,pero io
Buonasera io sono Mario,tu a
Va bene grazie lo stesso,e io
Dovrebbe arrivare tra qualche minuto,tu a
