Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,io e io
Tutto bene grazie,io io
E in offerta costa dieci euro,io io
Va bene grazie lo stesso,io lo
Piacere Luigi come stai,io io
Dovrebbe arrivare tra qualche minuto,io io
"Certo volentieri, io lo prendero macchiato",io io e e io
Prendiamo un caffe al bar,io io
Prego,io io
Salve quanto costa quell articolo,io a io
Buonasera io sono Mario,io io
Perfetto vorrei comprarne due.,io lo
Si grazie e arrivederci,io io
Buonasera io sono Mario,io io io
Va bene grazie lo stesso,io io
Dovrebbe arrivare tra qualche minuto,io io
