Truth,Decoded
Va bene grazie lo stesso,a grazie a lo tutto
"Certo volentieri, io lo prendero macchiato",a e io il io
Buongiorno io sono Mario,buongiorno bene tu
Perfetto vorrei comprarne due.,si grato costa e io
E in offerta costa dieci euro,si grazie srdecie
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Si grazie e arrivederci,si grazie e arrivederci
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene tu,tutto bene tu
Va bene grazie lo stesso,va bebeng grazie lo pero
