Truth,Decoded
Le auguro una buona giornata,le auguro sono giornata
Va bene grazie lo stesso,va bene e mario lo stesso
Buonasera io sono Mario,e onaer io io mario
Si grazie e arrivederci,si bene e certo
Prego,pero
Prendiamo un caffe al bar,prendero un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io si iaiae al costa
Prendiamo un caffe al bar,prenriar un almarn
Le auguro una buona giornata,le euro una giornata
E in offerta costa dieci euro,e in io e ecco euro
Dovrebbe arrivare tra qualche minuto,dovrebearivar a che minuto
Salve quanto costa quell articolo,salve quanto io io al articolo
Tutto bene tu,tutto e tu
A che ora arriva il pullman,e si ora mario lman
Quanto costa il biglietto,quanto costa a lieto
Piacere Luigi come stai,piacere lo un e si
