Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le euro un un buona giornata
Prego,prego
Perfetto vorrei comprarne due.,si quanto costa e io
E in offerta costa dieci euro,a grere lo e e
Quanto costa il biglietto,qugco lo il a
Le auguro una buona giornata,le lo euro euro a al a
Buongiorno io sono Mario,lo
Buonasera io sono Mario,beoara io so il mario
Va bene grazie lo stesso,a greoe grazie lo stesso
Tutto bene grazie,lo euro lo il il io
"Certo volentieri, io lo prendero macchiato",e reneto il due
Prendiamo un caffe al bar,preoariamo un a al bar
