Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Va bene grazie lo stesso,va bene e mario lo stesso
Buonasera io sono Mario,tu onaer io io mario
Si grazie e arrivederci,si bene e ersts
Prego,pero
Prendiamo un caffe al bar,parendao un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io io si io io al costa
Prendiamo un caffe al bar,prendiamo un a al a
Le auguro una buona giornata,le lo una giornata
E in offerta costa dieci euro,e in ora ora dieci euro
Dovrebbe arrivare tra qualche minuto,dovrbebearivar a salve minuto
Salve quanto costa quell articolo,salve quanto io a al articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,e che ora mario lman
Quanto costa il biglietto,quanto costa io
Piacere Luigi come stai,piacere lo io e stai
