Truth,Decoded
Buonasera io sono Mario,io io io io
Buongiorno io sono Mario,certo e lo
Prendiamo un caffe al bar,bene io
A che ora arriva il pullman,io io
Piacere Luigi come stai,certo io io
E in offerta costa dieci euro,io io
Si grazie e arrivederci,io e io
Certo ecco a lei vuole un sacchetto,io io io
Perfetto vorrei comprarne due.,certo io e io
Quanto costa il biglietto,io lo
Prego,bene lo
Tutto bene grazie,tu io
Dovrebbe arrivare tra qualche minuto,io lo
Va bene grazie lo stesso,io lo
Salve quanto costa quell articolo,certo io
Purtroppo non lo so pero potresti chiedere all autista,io io io e e io
