Truth,Decoded
Tutto bene tu,tutto bene grazie
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,a che una tra lo lo mario
E in offerta costa dieci euro,e mario lo e e a
A che ora arriva il pullman,bene ora io sono mario
Tutto bene grazie,tutto e grazie
Salve quanto costa quell articolo,a gqanrat sostael io
Va bene grazie lo stesso,a grazie e grazie il a
Le auguro una buona giornata,a certo io e e lo a
Dovrebbe arrivare tra qualche minuto,dovre arrivare qualche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io so so pero lei il autista
"Certo volentieri, io lo prendero macchiato",e bene e il due
Si grazie e arrivederci,si grepeneadi
Prendiamo un caffe al bar,prendiamo un e al bar
Piacere Luigi come stai,piacereoalri io stai
