Truth,Decoded
Le auguro una buona giornata,tu io
Va bene grazie lo stesso,bene io
Buonasera io sono Mario,io io
Si grazie e arrivederci,tu io
Prego,tutto
Prendiamo un caffe al bar,e a
Purtroppo non lo so pero potresti chiedere all autista,io e io
Prendiamo un caffe al bar,eruba io
Le auguro una buona giornata,un a ainerlo
E in offerta costa dieci euro,un aineo
Dovrebbe arrivare tra qualche minuto,un a aienlto
Salve quanto costa quell articolo,bene io
Tutto bene tu,tutto
A che ora arriva il pullman,tu io
Quanto costa il biglietto,tu lo
Piacere Luigi come stai,io io
