Truth,Decoded
Buonasera io sono Mario,buona io io io mario
Buongiorno io sono Mario,io io io io
Prendiamo un caffe al bar,bene io a a
A che ora arriva il pullman,io una
Piacere Luigi come stai,pero io io io mario
E in offerta costa dieci euro,e e io
Si grazie e arrivederci,e tieso
Certo ecco a lei vuole un sacchetto,certo io lo io
Perfetto vorrei comprarne due.,prego lo e lo io
Quanto costa il biglietto,un io tutto
Prego,e
Tutto bene grazie,tutto e a
Dovrebbe arrivare tra qualche minuto,prego a lo tieso
Va bene grazie lo stesso,bene tieso
Salve quanto costa quell articolo,e quanto io tutto
Purtroppo non lo so pero potresti chiedere all autista,certo io io lo io io il acicista
