Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si ora io e io edecio
Certo ecco a lei vuole un sacchetto,certo ecco a lo vuole un sachito
Salve quanto costa quell articolo,salve un io un il certo
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Quanto costa il biglietto,quantocosta il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe e arriva e qualche minuto
Perfetto vorrei comprarne due.,perfetto lei comprarne due
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so perptrestchedeal autista
