Truth,Decoded
Certo ecco a lei vuole un sacchetto,al a stai io lo a
Piacere Luigi come stai,piacereori io mario
Buongiorno io sono Mario,pero un a
Si grazie e arrivederci,prego si
Salve quanto costa quell articolo,salve quatcostael rtiolso
Buonasera io sono Mario,buonasera io sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,e in e ariedercie
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le auguro una buona giornata
