Truth,Decoded
Buonasera io sono Mario,buonaiai io so mario
Buongiorno io sono Mario,vuole io so mario
Prendiamo un caffe al bar,bene un a bar
A che ora arriva il pullman,lo e io a a un
Piacere Luigi come stai,pieren io lo io mario
E in offerta costa dieci euro,in io io certo
Si grazie e arrivederci,a quell io
Certo ecco a lei vuole un sacchetto,certo a io lo mario
Perfetto vorrei comprarne due.,perent io lo popnlaie
Quanto costa il biglietto,un io slaieto
Prego,pero
Tutto bene grazie,un bene
Dovrebbe arrivare tra qualche minuto,dovrebeara a al minuto
Va bene grazie lo stesso,vbebeara le so
Salve quanto costa quell articolo,salve un io il tutto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io pero oetel autista
