Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Va bene grazie lo stesso,va bene egazi lo stesso
Buonasera io sono Mario,buonasera io so mario
Si grazie e arrivederci,si grazie e io rtis
Prego,prego
Prendiamo un caffe al bar,prendero un caffe lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo so pero so si io al autista
Prendiamo un caffe al bar,prendiamo un a al bar
Le auguro una buona giornata,le auguro unabona giornata
E in offerta costa dieci euro,e in ora costa dieci euro
Dovrebbe arrivare tra qualche minuto,dovrebearivare tra qualche minuto
Salve quanto costa quell articolo,salve quanto lo stai il articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a che ora va il lman
Quanto costa il biglietto,quanto costa il biglietto
Piacere Luigi come stai,piacere luigi come stai
