Truth,Decoded
Prendiamo un caffe al bar,prendiamo un caffe al bar
Piacere Luigi come stai,piacere luigi come stai
Quanto costa il biglietto,quanto sono un blrbgito
Perfetto vorrei comprarne due.,perfetto vorrei comprn due
Si grazie e arrivederci,sigrezie a e io
Le auguro una buona giornata,le auguro una buona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
Va bene grazie lo stesso,va bene grazie lo stesso
"Certo volentieri, io lo prendero macchiato",certontio lo lo come stai
Prego,prego
Dovrebbe arrivare tra qualche minuto,dovrebbe e riae che minuto
Buongiorno io sono Mario,buongiorno io sono mario
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Salve quanto costa quell articolo,salve quanto costa quell articolo
Buonasera io sono Mario,buonasera io sono mario
Prego,prego
