Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Si grazie e arrivederci,si grazie e elertio
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un macchiato
Salve quanto costa quell articolo,salve un sono il bglaciceto
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Quanto costa il biglietto,prqutnto lo io a il biglietto
Dovrebbe arrivare tra qualche minuto,io bene e si a le minuto
Perfetto vorrei comprarne due.,perfetto vorrei come stai
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo so pero prtr tu chiedere autista
