Truth,Decoded
Buonasera io sono Mario,buonaini io so mario
Buongiorno io sono Mario,buonoio io so mario
Prendiamo un caffe al bar,bene un a io bar
A che ora arriva il pullman,lo tu oarara all tra
Piacere Luigi come stai,pieren io lo io mario
E in offerta costa dieci euro,in io io e certo
Si grazie e arrivederci,si queaeael io
Certo ecco a lei vuole un sacchetto,crtona io io sono mario
Perfetto vorrei comprarne due.,prentovoto copenl io
Quanto costa il biglietto,qunoso solaieto
Prego,pero
Tutto bene grazie,tutnbeacie
Dovrebbe arrivare tra qualche minuto,dovreberar io al minuto
Va bene grazie lo stesso,e bebeara le mielso
Salve quanto costa quell articolo,salve un lo il tutto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io io oteie lo autista
