Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo io io pero prego lo autista
Tutto bene grazie,tutto e grazie
E in offerta costa dieci euro,e in ora costa dieci euro
Va bene grazie lo stesso,va e mario lo stesso
Piacere Luigi come stai,piacere lo lo stai
Dovrebbe arrivare tra qualche minuto,dovrebbe e arrivare salve minuto
"Certo volentieri, io lo prendero macchiato",certo vuole io lo io pedel macchiato
Prendiamo un caffe al bar,prendiamo un a lo bar
Prego,e
Salve quanto costa quell articolo,salve quanto io lo articolo
Buonasera io sono Mario,buona io so mario
Perfetto vorrei comprarne due.,pero vorrei io arlae
Si grazie e arrivederci,pero
Buonasera io sono Mario,un io e mario
Va bene grazie lo stesso,e bene a lo
Dovrebbe arrivare tra qualche minuto,poretoe tra dineo
