Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,prtopo sono e io io bene il autista
Tutto bene grazie,tutto stai
E in offerta costa dieci euro,e bene ora e e si euro
Va bene grazie lo stesso,va bene e lo pero
Piacere Luigi come stai,pero io io io
Dovrebbe arrivare tra qualche minuto,dovrebbe e bar le minuto
"Certo volentieri, io lo prendero macchiato",purtro e e io e io e e mario
Prendiamo un caffe al bar,pacredao lo a bar
Prego,tutto io e
Salve quanto costa quell articolo,salve quanto lo mtinolo
Buonasera io sono Mario,pbuoeariri un mario
Perfetto vorrei comprarne due.,e lo lo io e le
Si grazie e arrivederci,pigrei e
Buonasera io sono Mario,bene io e mario
Va bene grazie lo stesso,io bene e io
Dovrebbe arrivare tra qualche minuto,e retnte e a e e e
