Truth,Decoded
Le auguro una buona giornata,a aiea
Va bene grazie lo stesso,tra io
Buonasera io sono Mario,bene e io mario
Si grazie e arrivederci,e e io
Prego,io
Prendiamo un caffe al bar,pero a
Purtroppo non lo so pero potresti chiedere all autista,io io e e e io
Prendiamo un caffe al bar,bene a a a io
Le auguro una buona giornata,bar a aineurno
E in offerta costa dieci euro,e a a euro
Dovrebbe arrivare tra qualche minuto,e tu a e a a aineurno
Salve quanto costa quell articolo,e e io
Tutto bene tu,io
A che ora arriva il pullman,bar e a io
Quanto costa il biglietto,un a
Piacere Luigi come stai,io io
