Truth,Decoded
Le auguro una buona giornata,le auguro buona giornata
Va bene grazie lo stesso,va bene e grazie lo stesso
Buonasera io sono Mario,buonasera io sono mario
Si grazie e arrivederci,si grazie iertis
Prego,pero
Prendiamo un caffe al bar,prendero un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtro lo lo so pero e si io al costa
Prendiamo un caffe al bar,prendiamo un a al bar
Le auguro una buona giornata,le auguro buona giornata
E in offerta costa dieci euro,e in ora costa dieci euro
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Salve quanto costa quell articolo,salve quanto lo stai il articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a che ora mario il lman
Quanto costa il biglietto,quanto costa il biglietto
Piacere Luigi come stai,piacere lo come stai
