Truth,Decoded
Perfetto vorrei comprarne due.,si gqanoento costa bene due
Tutto bene grazie,quntioio il grazie
Tutto bene tu,quntrio io ora e due
Prego,prego e
Si grazie e arrivederci,si graerede due
Salve quanto costa quell articolo,va grengtn e lo pero
Quanto costa il biglietto,quanto cbseaeiglieto
Le auguro una buona giornata,le auguro una una giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto benegrazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
