Truth,Decoded
Va bene grazie lo stesso,a grazie a io lo tu
"Certo volentieri, io lo prendero macchiato",e certo e un io
Buongiorno io sono Mario,buoioro un mario
Perfetto vorrei comprarne due.,a grato costa dedio
E in offerta costa dieci euro,si grazie srde due
Piacere Luigi come stai,piacereoli come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto benegrazie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
A che ora arriva il pullman,a che ora arriva il pullman
Le auguro una buona giornata,le auguro una buona giornata
Si grazie e arrivederci,si grazie e arrivederci
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Tutto bene tu,tutto bene tu
Va bene grazie lo stesso,va bebengrazie lo stesso
