Truth,Decoded
Buonasera io sono Mario,buonaiai io sono mario
Buongiorno io sono Mario,buonino io sono mario
Prendiamo un caffe al bar,prendiamo un io lo bar
A che ora arriva il pullman,a e oraraia ilman
Piacere Luigi come stai,piacere lo io mario
E in offerta costa dieci euro,e in ora so edeciero
Si grazie e arrivederci,si e eaie il si
Certo ecco a lei vuole un sacchetto,certo una a io all mario
Perfetto vorrei comprarne due.,prego io copenrszie
Quanto costa il biglietto,quanto costa il ilieto
Prego,pero
Tutto bene grazie,tutto e grazie
Dovrebbe arrivare tra qualche minuto,dovbebnrari a lo minuto
Va bene grazie lo stesso,va bene a lo stesso
Salve quanto costa quell articolo,salve quanto io il acioto
Purtroppo non lo so pero potresti chiedere all autista,puertropn io io io pero posesedel autista
