Truth,Decoded
Tutto bene tu,le tutto lo il grazie
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,e e e io uolul in
E in offerta costa dieci euro,si grazie asrde due
A che ora arriva il pullman,e che mario so a
Tutto bene grazie,le quanto io e grazie
Salve quanto costa quell articolo,si grangrtctostaelo stesso
Va bene grazie lo stesso,a grazie grazie lo sono
Le auguro una buona giornata,e reoguro euro e lo e
Dovrebbe arrivare tra qualche minuto,ora arivarlche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prego vorrei lo lo e aduist
"Certo volentieri, io lo prendero macchiato",e redeno due
Si grazie e arrivederci,si graedredi
Prendiamo un caffe al bar,prendiamo un cfeal bar
Piacere Luigi come stai,piacere lo come stai
