Truth,Decoded
Buonasera io sono Mario,io io e lo
Buongiorno io sono Mario,certo e lo
Prendiamo un caffe al bar,certo lo
A che ora arriva il pullman,tu io
Piacere Luigi come stai,certo io e lo
E in offerta costa dieci euro,e lo
Si grazie e arrivederci,certo e e lo
Certo ecco a lei vuole un sacchetto,certo io
Perfetto vorrei comprarne due.,certo io e e io
Quanto costa il biglietto,bene lo
Prego,bene lo
Tutto bene grazie,e lo
Dovrebbe arrivare tra qualche minuto,io lo
Va bene grazie lo stesso,bene lo
Salve quanto costa quell articolo,certo lo
Purtroppo non lo so pero potresti chiedere all autista,io io io e e io
