Truth,Decoded
Perfetto vorrei comprarne due.,si quanto costa bene due
Tutto bene grazie,e tutto io gltiet
Tutto bene tu,quntrio io ora il due
Prego,prego tu
Si grazie e arrivederci,si graedreae
Salve quanto costa quell articolo,a gregagta lo stesso
Quanto costa il biglietto,io reglieto
Le auguro una buona giornata,le auguro una buona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto benegrazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
