Truth,Decoded
Le auguro una buona giornata,le euro buona giornata
Va bene grazie lo stesso,vaben e mario lo stesso
Buonasera io sono Mario,uonaer io io mario
Si grazie e arrivederci,si bene rertes
Prego,pero
Prendiamo un caffe al bar,prendero un che lo bar
Purtroppo non lo so pero potresti chiedere all autista,pero io io io pero so si io al costa
Prendiamo un caffe al bar,prendiamo un a al un
Le auguro una buona giornata,e euro buona giornata
E in offerta costa dieci euro,e in ora ora dieci euro
Dovrebbe arrivare tra qualche minuto,dovrebearivar a che minuto
Salve quanto costa quell articolo,salve e io ora al articolo
Tutto bene tu,tutto bene tu
A che ora arriva il pullman,a e ora a lman
Quanto costa il biglietto,quanto costa lieto
Piacere Luigi come stai,piacere lei che si
