Truth,Decoded
Tutto bene tu,tutto lo lo cofenargl che
Buonasera io sono Mario,e rensra io sono mario
Certo ecco a lei vuole un sacchetto,e e a a io il un
E in offerta costa dieci euro,si grerivascarde due
A che ora arriva il pullman,prego vorrei sono e
Tutto bene grazie,quanto io le biglaiet
Salve quanto costa quell articolo,si grengrato statel stesso
Va bene grazie lo stesso,e grazie e grazie le io
Le auguro una buona giornata,pero io un come il a
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare che minuto
Prego,prego tu
Purtroppo non lo so pero potresti chiedere all autista,certo povneneri io lo il autista
"Certo volentieri, io lo prendero macchiato",peretoe il due
Si grazie e arrivederci,sivreraedecie
Prendiamo un caffe al bar,preoadriamo un cafeal bar
Piacere Luigi come stai,piacere lei come stai
