Truth,Decoded
Le auguro una buona giornata,le auguro e e agiorna
Va bene grazie lo stesso,e e si e io
Buonasera io sono Mario,tu bene e io lo mario
Si grazie e arrivederci,virebe e e e
Prego,pero
Prendiamo un caffe al bar,pero io e a
Purtroppo non lo so pero potresti chiedere all autista,purtriopono io io lo io io io a costa
Prendiamo un caffe al bar,prebra a a in
Le auguro una buona giornata,e tu a giornata
E in offerta costa dieci euro,e in e e e e si euro
Dovrebbe arrivare tra qualche minuto,dovrebbe arvar a al minuto
Salve quanto costa quell articolo,salve quanto io a e articolo
Tutto bene tu,lo e
A che ora arriva il pullman,io e lei lo lman
Quanto costa il biglietto,quanto io e aieto
Piacere Luigi come stai,piacere a io io si
