Truth,Decoded
Le auguro una buona giornata,io io
Va bene grazie lo stesso,eret io
Buonasera io sono Mario,io io
Si grazie e arrivederci,e io
Prego,e lo
Prendiamo un caffe al bar,io io
Purtroppo non lo so pero potresti chiedere all autista,io lo
Prendiamo un caffe al bar,ereba a le
Le auguro una buona giornata,e ecco
E in offerta costa dieci euro,e io
Dovrebbe arrivare tra qualche minuto,e lo
Salve quanto costa quell articolo,bene lo
Tutto bene tu,e io
A che ora arriva il pullman,bene lo
Quanto costa il biglietto,e io
Piacere Luigi come stai,io lo
