Truth,Decoded
Certo ecco a lei vuole un sacchetto,a che a io io si
Piacere Luigi come stai,piacereoeri come mario
Buongiorno io sono Mario,buongiorno io mario
Si grazie e arrivederci,divrenie e
Salve quanto costa quell articolo,salve qutiostlo stesso
Buonasera io sono Mario,buonasera sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,e in e arrivederci
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le io lo una buona giornata
