Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le auguro un buona giornata
Prego,prego
Perfetto vorrei comprarne due.,a quanto costa le dioto
E in offerta costa dieci euro,a grenerao e io
Quanto costa il biglietto,salve quanto lo aioto
Le auguro una buona giornata,a lo euro un a lo a
Buongiorno io sono Mario,buongoroio lo io
Buonasera io sono Mario,beonsra io sono mario
Va bene grazie lo stesso,si grazie e grazie bene tutto
Tutto bene grazie,buona io so il azieto
"Certo volentieri, io lo prendero macchiato",a bene lo due
Prendiamo un caffe al bar,preonadriamo un caffe al bar
