Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,pero io io e aihito
Tutto bene grazie,io io
E in offerta costa dieci euro,io io
Va bene grazie lo stesso,plerea io
Piacere Luigi come stai,pero a
Dovrebbe arrivare tra qualche minuto,pero io
"Certo volentieri, io lo prendero macchiato",certo e e io
Prendiamo un caffe al bar,pero io
Prego,io a
Salve quanto costa quell articolo,e un io
Buonasera io sono Mario,pero io io
Perfetto vorrei comprarne due.,e e io io
Si grazie e arrivederci,pero io io
Buonasera io sono Mario,pero e a
Va bene grazie lo stesso,e io
Dovrebbe arrivare tra qualche minuto,pero e a
