Truth,Decoded
Tutto bene tu,quntoto voeage due
Buonasera io sono Mario,beonsra io sono mario
Certo ecco a lei vuole un sacchetto,e e ora a io lo mario
E in offerta costa dieci euro,a grazie a e io
A che ora arriva il pullman,prego ora io lo bar
Tutto bene grazie,quntoco e bgrazieto
Salve quanto costa quell articolo,a gqantogstel rteo
Va bene grazie lo stesso,a grazie a aivgl io
Le auguro una buona giornata,pero euro euro e al a
Dovrebbe arrivare tra qualche minuto,poretbo e arrivare che minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,prego popnen il lo come autista
"Certo volentieri, io lo prendero macchiato",salve due il due
Si grazie e arrivederci,si grazie tu
Prendiamo un caffe al bar,preoandriamo un a al bar
Piacere Luigi come stai,piacere lei come stai
