Truth,Decoded
Perfetto vorrei comprarne due.,si graoeto costa bene io
Tutto bene grazie,le quanto io io il io
Tutto bene tu,tutto io e io e due
Prego,e e
Si grazie e arrivederci,si grardredi
Salve quanto costa quell articolo,a grenglo pero
Quanto costa il biglietto,quanto costa biglietto
Le auguro una buona giornata,le auguro una buona giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che ora va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un caffe al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
