Truth,Decoded
Dovrebbe arrivare tra qualche minuto,pero e arrivare che minuto
Purtroppo non lo so pero potresti chiedere all autista,prtoponsr io io il autista
Tutto bene tu,quntororo io a e due
Piacere Luigi come stai,piacere lei lo stai
Certo ecco a lei vuole un sacchetto,e e ora a io il a
A che ora arriva il pullman,io ora sono lo bar
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Prego,prego
