Truth,Decoded
Perfetto vorrei comprarne due.,si tra certo io bene io
Tutto bene grazie,pero grazie
Tutto bene tu,prego tu
Prego,prego
Si grazie e arrivederci,piaerirdr io
Salve quanto costa quell articolo,a bene grvata lo io
Quanto costa il biglietto,quanto costa biglietto
Le auguro una buona giornata,le auguro un una giornata
E in offerta costa dieci euro,e in offerta costa dieci euro
A che ora arriva il pullman,a che a va il pullman
Prego,prego
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Tutto bene tu,tutto bene tu
Prendiamo un caffe al bar,prendiamo un che lo bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare e che minuto
