Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo pero ptrede lo autista
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e in ora costa dieci euro
Va bene grazie lo stesso,va bene grazie lo stesso
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
"Certo volentieri, io lo prendero macchiato",certo voleni lo pero prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Prego,prego
Salve quanto costa quell articolo,salve quanto lo stai il articolo
Buonasera io sono Mario,buonasera io so mario
Perfetto vorrei comprarne due.,certo vorrei comparl due
Si grazie e arrivederci,si grazie due
Buonasera io sono Mario,buona io lo mario
Va bene grazie lo stesso,a grazie a e
Dovrebbe arrivare tra qualche minuto,si bene arrivare minuto
