Truth,Decoded
Le auguro una buona giornata,io io
Va bene grazie lo stesso,tu io
Buonasera io sono Mario,io io io
Si grazie e arrivederci,tu io
Prego,tu lo
Prendiamo un caffe al bar,io a
Purtroppo non lo so pero potresti chiedere all autista,io a io
Prendiamo un caffe al bar,eruba lo
Le auguro una buona giornata,un a aineuro
E in offerta costa dieci euro,un auguro
Dovrebbe arrivare tra qualche minuto,un a aieunlto
Salve quanto costa quell articolo,e io
Tutto bene tu,tu io
A che ora arriva il pullman,tu io
Quanto costa il biglietto,tu lo
Piacere Luigi come stai,io aieso
