Truth,Decoded
Certo ecco a lei vuole un sacchetto,a che un stai io lo un
Piacere Luigi come stai,piacere a lo come bar
Buongiorno io sono Mario,buona io
Si grazie e arrivederci,si gregne
Salve quanto costa quell articolo,salve quanto cosalo stesso
Buonasera io sono Mario,buonasera io sono mario
Buongiorno io sono Mario,buongiorno io sono mario
Si grazie e arrivederci,e in e arivdercie
Quanto costa il biglietto,quanto costa il biglietto
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,salve quanto costa quell articolo
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Le auguro una buona giornata,le auguro una buona giornata
