Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo sono ptede lo autista
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e in ora costa dieci euro
Va bene grazie lo stesso,va e grazie lo stesso
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certo volentieri io predrn macchiato
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Prego,prego
Salve quanto costa quell articolo,salve quanto lo stai il articolo
Buonasera io sono Mario,buonasera io sono mario
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Si grazie e arrivederci,prego a
Buonasera io sono Mario,buarara io so mario
Va bene grazie lo stesso,a grazie a lo e
Dovrebbe arrivare tra qualche minuto,come arvarde io
