Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,io io io e io
Tutto bene grazie,io e io
E in offerta costa dieci euro,io io
Va bene grazie lo stesso,e tu e io
Piacere Luigi come stai,io e io
Dovrebbe arrivare tra qualche minuto,tu e io
"Certo volentieri, io lo prendero macchiato",io io e e io
Prendiamo un caffe al bar,tu io
Prego,io io
Salve quanto costa quell articolo,e e a io
Buonasera io sono Mario,io io io io
Perfetto vorrei comprarne due.,io io e lo
Si grazie e arrivederci,due io
Buonasera io sono Mario,io e a
Va bene grazie lo stesso,e e io
Dovrebbe arrivare tra qualche minuto,tu e a
