Truth,Decoded
Piacere Luigi come stai,piacere lo lo come stai
Buonasera io sono Mario,buonasera io sono mario
Si grazie e arrivederci,si grazie e arrivederci
Prendiamo un caffe al bar,prendiamo un a al bar
Quanto costa il biglietto,un costa lbilieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo so pero ptrestcrede lo autista
Buongiorno io sono Mario,buongiorno io sono mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Perfetto vorrei comprarne due.,certo vorrei comprarne due
A che ora arriva il pullman,a e arriva il pullman
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",certo voleneie pero pero pererlo macchiato
Le auguro una buona giornata,le auguro e una giornata
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Prego,prego
