Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo so e e e lo autista
Tutto bene grazie,tutto e grazie
E in offerta costa dieci euro,e in ora costa dieci euro
Va bene grazie lo stesso,va e grazie lo stesso
Piacere Luigi come stai,piacere lo come stai
Dovrebbe arrivare tra qualche minuto,dovrebbe a arrivare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certo volenei io pero predrl macchiato
Prendiamo un caffe al bar,prendiamo un e lo bar
Prego,e
Salve quanto costa quell articolo,salve quanto lo so il articolo
Buonasera io sono Mario,buonasera io so mario
Perfetto vorrei comprarne due.,prego vorrei come all due
Si grazie e arrivederci,pero
Buonasera io sono Mario,un io so mario
Va bene grazie lo stesso,si grazie a e io
Dovrebbe arrivare tra qualche minuto,a greoe ora e minuto
