Truth,Decoded
Tutto bene tu,quntoro va il due
Buonasera io sono Mario,bunsra io sono mario
Certo ecco a lei vuole un sacchetto,e e a a io lo stai
E in offerta costa dieci euro,a greri a e e
A che ora arriva il pullman,prego ora sono bar
Tutto bene grazie,quntoto lo biglaie
Salve quanto costa quell articolo,salve qutogcuel stesso
Va bene grazie lo stesso,a ora io io lo sono
Le auguro una buona giornata,a che euro euro e lo a
Dovrebbe arrivare tra qualche minuto,poerebo io arrivare qualche minuto
Prego,prego tu
Purtroppo non lo so pero potresti chiedere all autista,pertopnentl io io il autista
"Certo volentieri, io lo prendero macchiato",e il due
Si grazie e arrivederci,si graeded
Prendiamo un caffe al bar,prendiamo un a al bar
Piacere Luigi come stai,piacere lei come mario
