Truth,Decoded
Buonasera io sono Mario,io io io io io
Buongiorno io sono Mario,io io io
Prendiamo un caffe al bar,io io io
A che ora arriva il pullman,io io
Piacere Luigi come stai,io io io e io
E in offerta costa dieci euro,beaio
Si grazie e arrivederci,tu e e io
Certo ecco a lei vuole un sacchetto,io io io io e io
Perfetto vorrei comprarne due.,certo io e io
Quanto costa il biglietto,io e io
Prego,beaio
Tutto bene grazie,io a
Dovrebbe arrivare tra qualche minuto,due e e io
Va bene grazie lo stesso,due e io
Salve quanto costa quell articolo,certo io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io io e io
