Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
Va bene grazie lo stesso,va bene grazie lo stesso
Quanto costa il biglietto,un lo costa il biglietto
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Le auguro una buona giornata,le auguro un un giornata
Prego,prego
Perfetto vorrei comprarne due.,si quanto costa le io
E in offerta costa dieci euro,si grenre a e tu
Quanto costa il biglietto,quanto lo il io
Le auguro una buona giornata,a lo euro un a lo a
Buongiorno io sono Mario,buotoio a
Buonasera io sono Mario,bunongra io sono mario
Va bene grazie lo stesso,si grazie grazie lo sono
Tutto bene grazie,qungao lo lo il grazie
"Certo volentieri, io lo prendero macchiato",a lo il due
Prendiamo un caffe al bar,preonandiamo un che lo bar
