Truth,Decoded
Buonasera io sono Mario,buonieri io so mario
Buongiorno io sono Mario,buongiorno io so mario
Prendiamo un caffe al bar,prendero un che lo bar
A che ora arriva il pullman,a e orararia ilman
Piacere Luigi come stai,piacere lo io mario
E in offerta costa dieci euro,e in ora so dieci euro
Si grazie e arrivederci,grazie eaie il a
Certo ecco a lei vuole un sacchetto,certo una e io lo mario
Perfetto vorrei comprarne due.,perfetto ora compenrazue
Quanto costa il biglietto,quantocotsclilieto
Prego,pero
Tutto bene grazie,tutto e grazie
Dovrebbe arrivare tra qualche minuto,dovreberariat lo minuto
Va bene grazie lo stesso,e a lo stesso
Salve quanto costa quell articolo,le quanto so lacieto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io sono posesederel autista
