Truth,Decoded
Tutto bene tu,tutto bene grazie
Buonasera io sono Mario,benoeosra io sono mario
Certo ecco a lei vuole un sacchetto,e e oatraio costa lo io
E in offerta costa dieci euro,lei e all a
A che ora arriva il pullman,bene a io sonlmare
Tutto bene grazie,tutto grazie
Salve quanto costa quell articolo,e quanto cstarquel articolo
Va bene grazie lo stesso,granvtie a io il si
Le auguro una buona giornata,prendero euro e lo a
Dovrebbe arrivare tra qualche minuto,dorebote arrivare qualche minuto
Prego,prego
Purtroppo non lo so pero potresti chiedere all autista,purtroppo so toproptrst il autista
"Certo volentieri, io lo prendero macchiato",certo il due
Si grazie e arrivederci,siredreci
Prendiamo un caffe al bar,prendiamo un cafeal bar
Piacere Luigi come stai,piaereolri come stai
